seccode,market,jcn,name,pref,city,type,marketcap_m
4008,P,6140001044373,住友精化株式会社,兵庫県,播磨町,4,67735
4021,P,1010001008734,日産化学株式会社,東京都,中央区,4,895419
4022,P,8010001034971,ラサ工業株式会社,東京都,千代田区,4,15626
4023,P,7010001034766,株式会社クレハ,東京都,中央区,4,172995
4025,P,5140001043137,多木化学株式会社,兵庫県,加古川市,4,30646
4026,S,2120001077049,神島化学工業株式会社,大阪府,大阪市,3,11670
4027,P,7120001027825,テイカ株式会社,大阪府,大阪市,4,37517
4028,P,9120001048976,石原産業株式会社,大阪府,大阪市,4,56336
4041,P,1010001008833,日本曹達株式会社,東京都,千代田区,4,150350
4042,P,5250001010002,東ソー株式会社,山口県,周南市,4,599774
