seccode,market,jcn,name,pref,city,type,marketcap_m
2813,S,9430001050661,和弘食品株式会社,北海道,小樽市,1,8524
2907,S,4240001000392,株式会社あじかん,広島県,広島市,1,7931
2908,P,9140001010604,フジッコ株式会社,兵庫県,神戸市,1,59170
2910,P,4140001002820,株式会社ロック・フィールド,兵庫県,神戸市,1,42433
2814,S,5180001075845,佐藤食品工業株式会社,愛知県,小牧市,1,17207
2815,P,3011001030833,アリアケジャパン株式会社,東京都,渋谷区,1,159778
2911,S,5100001022185,旭松食品株式会社,長野県,飯田市,1,4183
2876,S,7011001041298,株式会社デルソーレ,東京都,江東区,1,5563
2594,P,4010401007523,キーコーヒー株式会社,東京都,港区,1,46490
2914,P,4010401023000,日本たばこ産業株式会社,東京都,港区,1,7320000
2915,P,6140001003305,ケンコーマヨネーズ株式会社,兵庫県,神戸市,1,25719
2916,S,6060001009351,仙波糖化工業株式会社,栃木県,真岡市,1,7615
2917,S,1120001034595,株式会社大森屋,大阪府,大阪市,1,4639
2918,P,9012701001077,わらべや日洋ホールディングス株式会社,東京都,新宿区,1,58693
2877,S,6390001011877,日東ベスト株式会社,山形県,寒河江市,1,10614
2816,S,8010601023878,株式会社ダイショー,東京都,墨田区,1,14073
2830,S,3240001037171,アヲハタ株式会社,広島県,竹原市,1,21385
2597,S,9010401030413,株式会社ユニカフェ,東京都,港区,1,13106
2922,P,9011501003449,株式会社なとり,東京都,北区,1,30125
2831,S,3080001008932,はごろもフーズ株式会社,静岡県,静岡市,1,31544
2923,S,8110001002068,サトウ食品株式会社,新潟県,新潟市,1,27763
2924,S,7290001038112,イフジ産業株式会社,福岡県,粕屋町,1,13987
2818,P,3290001018662,株式会社ピエトロ,福岡県,福岡市,1,11388
2819,S,5020001022870,エバラ食品工業株式会社,神奈川県,横浜市,1,30694
2926,S,5030001051126,株式会社篠崎屋,埼玉県,春日部市,1,1285
3002,P,7130001041734,グンゼ株式会社,京都府,綾部市,4,77994
3010,S,5010001128140,ポラリス・ホールディングス株式会社,東京都,千代田区,10,17903
3003,P,9010001008702,ヒューリック株式会社,東京都,中央区,17,1074303
3001,S,9010001034764,片倉工業株式会社,東京都,中央区,4,61521
3101,P,2120001059666,東洋紡株式会社,大阪府,大阪市,4,90919
3103,P,8140001051822,ユニチカ株式会社,大阪府,大阪市,4,11319
3106,P,4260001013120,倉敷紡績株式会社,岡山県,倉敷市,4,45820
3107,P,7120001077473,ダイワボウホールディングス株式会社,大阪府,大阪市,13,277844
3109,P,7120001077432,シキボウ株式会社,大阪府,大阪市,4,12720
3111,S,9120001077372,オーミケンシ株式会社,大阪府,大阪市,4,2119
3123,S,7030001075016,サイボー株式会社,埼玉県,川口市,4,6868
3116,P,2180301014324,トヨタ紡織株式会社,愛知県,刈谷市,6,515236
3113,S,3010401054921,株式会社ＵＮＩＶＡ・Ｏａｋホールディングス,東京都,港区,16,7261
3110,P,4380001001146,日東紡績株式会社,福島県,福島市,3,135048
3104,P,3010001034927,富士紡ホールディングス株式会社,東京都,中央区,4,41606
3105,P,6010001034882,日清紡ホールディングス株式会社,東京都,中央区,9,187381
3121,S,7010001101599,マーチャント・バンカーズ株式会社,東京都,港区,10,8994
3202,S,7010001034832,ダイトウボウ株式会社,東京都,中央区,4,2698
3205,S,4010001008715,株式会社ダイドーリミテッド,東京都,千代田区,4,12458
3201,P,2140001012193,日本毛織株式会社,兵庫県,神戸市,4,109086
3204,S,2120001104579,株式会社トーア紡コーポレーション,大阪府,大阪市,4,3791
3306,S,6230001008369,日本製麻株式会社,富山県,砺波市,13,2715
3302,P,7010001034840,帝國纎維株式会社,東京都,中央区,4,53297
3569,P,9210001001785,セーレン株式会社,福井県,福井市,4,145103
3577,S,6180001031533,東海染工株式会社,愛知県,清須市,4,3444
3409,S,5220001002217,北日本紡績株式会社,石川県,白山市,4,2188
3529,P,4021001026648,アツギ株式会社,神奈川県,海老名市,4,7534
3571,S,8180001084265,株式会社ソトー,愛知県,一宮市,4,9781
8091,P,7010701011833,ニチモウ株式会社,東京都,品川区,13,17725
8013,S,3010501024502,株式会社ナイガイ,東京都,港区,4,2169
3513,S,1010001000708,イチカワ株式会社,東京都,文京区,4,7714
3512,S,4011501003552,日本フエルト株式会社,東京都,北区,4,8294
3501,P,3120001082312,住江織物株式会社,大阪府,大阪市,4,16801
3521,P,7010001076098,エコナックホールディングス株式会社,東京都,港区,10,3732
3526,P,3120001048973,芦森工業株式会社,大阪府,摂津市,6,13150
3524,S,3010401022044,日東製網株式会社,東京都,港区,4,3686
3583,S,6010601009020,オーベクス株式会社,東京都,墨田区,4,2638
3011,S,6030001085230,株式会社バナーズ,埼玉県,熊谷市,14,2732
3591,P,5130001012084,株式会社ワコールホールディングス,京都府,京都市,4,212219
3580,P,1220001012764,小松マテーレ株式会社,石川県,能美市,4,32356
8011,P,1010401075845,株式会社三陽商会,東京都,新宿区,4,33325
8127,S,3120001077584,ヤマトインターナショナル株式会社,大阪府,大阪市,4,6391
8114,P,6120001024419,株式会社デサント,大阪府,大阪市,4,325774
8111,P,3230001008974,株式会社ゴールドウイン,富山県,小矢部市,4,459630
8029,S,5013201006462,株式会社ルックホールディングス,東京都,港区,4,15697
8143,S,3120001071942,株式会社ラピーヌ,東京都,千代田区,4,780
3597,S,1240001033610,株式会社自重堂,広島県,福山市,4,28828
9980,S,1120001120362,ＭＲＫホールディングス株式会社,大阪府,大阪市,14,11041
3600,S,5130001005385,株式会社フジックス,京都府,京都市,4,2295
3604,S,9120001077174,川本産業株式会社,大阪府,大阪市,4,5112
3607,S,9130001000639,株式会社クラウディアホールディングス,京都府,京都市,4,4215
7905,P,7230001008590,大建工業株式会社,富山県,南砺市,10,81078
7898,S,4240001027972,株式会社ウッドワン,広島県,廿日市市,10,10344
7822,S,7120001030374,永大産業株式会社,大阪府,大阪市,10,10012
7897,S,5120101037593,ホクシン株式会社,大阪府,岸和田市,10,3376
7896,S,1200001017170,セブン工業株式会社,岐阜県,美濃加茂市,10,2407
7887,S,9470001003062,南海プライウッド株式会社,香川県,高松市,10,5613
7879,S,6010501010276,株式会社ノダ,東京都,台東区,10,21535
7827,S,1240001030054,株式会社オービス,広島県,福山市,10,2729
7820,P,8480001003475,ニホンフラッシュ株式会社,徳島県,小松島市,10,22153
3861,P,5010001034743,王子ホールディングス株式会社,東京都,中央区,4,649001
3864,P,8010001008769,三菱製紙株式会社,東京都,墨田区,4,25368
3865,P,6110001023149,北越コーポレーション株式会社,新潟県,長岡市,4,222091
3877,P,3010001034877,中越パルプ工業株式会社,東京都,千代田区,4,18042
3878,S,9010001034871,株式会社巴川製紙所,東京都,中央区,4,6587
7919,S,8130001005275,野崎印刷紙業株式会社,京都府,京都市,10,3047
3941,P,1120001036880,レンゴー株式会社,大阪府,大阪市,4,255443
3880,P,9500001014345,大王製紙株式会社,愛媛県,四国中央市,4,206956
3944,S,6120001088901,古林紙工株式会社,大阪府,大阪市,4,4183
7975,S,1120001077594,株式会社リヒトラブ,大阪府,大阪市,10,3896
3947,S,1180001037535,ダイナパック株式会社,愛知県,名古屋市,4,15690
3946,P,7010001024692,株式会社トーモク,東京都,千代田区,4,42822
7984,P,6120001012282,コクヨ株式会社,大阪府,大阪市,10,287448
3950,P,5120001012382,ザ・パック株式会社,大阪府,大阪市,4,66665
3945,S,8013301005766,スーパーバッグ株式会社,東京都,豊島区,4,3689
3943,S,9290801009087,大石産業株式会社,福岡県,北九州市,4,10559
8113,P,8500001014833,ユニ・チャーム株式会社,愛媛県,四国中央市,4,3263726
7987,P,4120001086023,ナカバヤシ株式会社,大阪府,大阪市,10,14944
3953,S,8021001006662,大村紙業株式会社,神奈川県,茅ヶ崎市,4,2048
3891,S,2490001001698,ニッポン高度紙工業株式会社,高知県,高知市,4,19286
3954,S,9011101009961,昭和パックス株式会社,東京都,新宿区,4,7810
3892,S,1260001001078,株式会社岡山製紙,岡山県,岡山市,4,5654
3955,S,1120001074740,株式会社イムラ,大阪府,大阪市,4,12350
3895,S,6200001004239,ハビックス株式会社,岐阜県,岐阜市,4,3180
3708,P,3080001014336,特種東海製紙株式会社,静岡県,島田市,4,48146
7911,P,7010501016231,ＴＯＰＰＡＮホールディングス株式会社,東京都,台東区,10,1147513
7912,P,5011101012069,大日本印刷株式会社,東京都,新宿区,10,1179482
7914,P,8010001002136,共同印刷株式会社,東京都,文京区,10,27998
7916,S,4010701009442,光村印刷株式会社,東京都,品川区,10,3873
7915,P,9130001023441,ＮＩＳＳＨＡ株式会社,京都府,京都市,10,79945
7918,P,6010001000249,株式会社ヴィア・ホールディングス,東京都,新宿区,14,7037
9470,P,7010701021114,株式会社学研ホールディングス,東京都,品川区,10,38161
3948,S,5010101003318,光ビジネスフォーム株式会社,東京都,八王子市,4,5414
7921,P,1013301013404,株式会社ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ,東京都,豊島区,10,31555
7946,S,2120001077412,株式会社光陽社,東京都,文京区,10,2051
7922,S,8011001034045,三光産業株式会社,東京都,渋谷区,10,3210
7923,S,2040001066043,トーイン株式会社,千葉県,柏市,10,3233
3951,S,3230001000097,朝日印刷株式会社,富山県,富山市,4,20351
7901,S,9290801005722,株式会社マツモト,福岡県,北九州市,10,3329
7893,P,4010401001245,株式会社プロネクサス,東京都,港区,10,33288
9474,P,5290801002046,株式会社ゼンリン,福岡県,北九州市,10,52660
7883,S,9200001013658,サンメッセ株式会社,岐阜県,大垣市,10,6488
7875,S,5180001008739,竹田ｉＰホールディングス株式会社,愛知県,名古屋市,10,5831
9475,S,7010001018224,株式会社昭文社ホールディングス,東京都,千代田区,10,6780
9476,S,1010001022710,株式会社中央経済社ホールディングス,東京都,千代田区,10,2023
7868,P,7010401009665,株式会社広済堂ホールディングス,東京都,港区,10,84907
7864,P,1120001002503,株式会社フジシールインターナショナル,大阪府,大阪市,10,99207
9478,S,8011101028203,ＳＥホールディングス・アンド・インキュベーションズ株式会社,東京都,新宿区,10,6235
7857,S,9500001002341,セキ株式会社,愛媛県,松山市,10,5924
9479,S,9010001066320,株式会社インプレスホールディングス,東京都,千代田区,10,6465
7863,S,5011601005828,株式会社平賀,東京都,練馬区,10,3618
7850,S,8430001009031,総合商研株式会社,北海道,札幌市,10,2678
7849,S,7011701004273,スターツ出版株式会社,東京都,江戸川区,10,14611
2376,S,1120001079723,株式会社サイネックス,大阪府,大阪市,10,5584
2388,G,7010001085875,株式会社ウェッジホールディングス,東京都,江東区,16,5269
7831,S,7220001008889,株式会社ウイルコホールディングス,石川県,白山市,10,3353
4004,P,9010401014548,株式会社レゾナック・ホールディングス,東京都,港区,4,461236
4005,P,2010001071327,住友化学株式会社,東京都,中央区,4,635911
4008,P,6140001044373,住友精化株式会社,兵庫県,播磨町,4,65079
4021,P,1010001008734,日産化学株式会社,東京都,中央区,4,879482
4022,P,8010001034971,ラサ工業株式会社,東京都,千代田区,4,15730
4023,P,7010001034766,株式会社クレハ,東京都,中央区,4,176510
4025,P,5140001043137,多木化学株式会社,兵庫県,加古川市,4,30599
4026,S,2120001077049,神島化学工業株式会社,大阪府,大阪市,3,12003
4027,P,7120001027825,テイカ株式会社,大阪府,大阪市,4,36180
4028,P,9120001048976,石原産業株式会社,大阪府,大阪市,4,56941
4041,P,1010001008833,日本曹達株式会社,東京都,千代田区,4,155237
4042,P,5250001010002,東ソー株式会社,山口県,周南市,4,595548
